2023-02-28 19:18:44,887 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-02-28 19:18:44,934 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-02-28 19:18:44,934 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-02-28 19:18:44,934 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-02-28 19:18:44,950 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-02-28 19:18:44,950 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-02-28 19:18:44,950 INFO  SwAddin.cs: 201 - Setting up command manager
2023-02-28 19:18:44,966 INFO  SwAddin.cs: 204 - Adding command manager
2023-02-28 19:18:44,966 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-02-28 19:18:44,966 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-02-28 19:18:44,966 INFO  SwAddin.cs: 210 - Adding event handlers
2023-02-28 19:18:44,966 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-02-28 20:42:11,215 INFO  SwAddin.cs: 294 - Assembly export called for file knighttime_description
2023-02-28 20:42:11,230 INFO  SwAddin.cs: 299 - Save is required
2023-02-28 20:42:11,230 INFO  SwAddin.cs: 313 - Saving assembly
2023-02-28 20:42:12,451 INFO  SwAddin.cs: 316 - Opening property manager
2023-02-28 20:42:12,460 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from knighttime_description
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 39 in knighttime_description
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in knighttime_description
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 59 in base_link-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from second_stage-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 32 in second_stage-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in second_stage-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from main_mast-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 34 in main_mast-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in main_mast-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from third_stage-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 35 in third_stage-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in third_stage-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from end_effector-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 29 in end_effector-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in end_effector-1
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from knighttime_description
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1136 - Found 39 in knighttime_description
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in knighttime_description
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2023-02-28 20:42:12,462 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1136 - Found 59 in base_link-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from second_stage-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1136 - Found 32 in second_stage-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in second_stage-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from main_mast-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1136 - Found 34 in main_mast-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in main_mast-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from third_stage-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1136 - Found 35 in third_stage-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in third_stage-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from end_effector-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1136 - Found 29 in end_effector-1
2023-02-28 20:42:12,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in end_effector-1
2023-02-28 20:42:13,063 INFO  SwAddin.cs: 339 - Loading config tree
2023-02-28 20:42:13,066 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-02-28 20:42:13,069 INFO  SwAddin.cs: 344 - Showing property manager
2023-02-28 20:42:22,674 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:42:25,351 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:42:28,020 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:43:07,049 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:43:14,416 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:43:42,493 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:45:13,056 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:45:17,519 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:45:40,922 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-02-28 20:46:24,780 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-02-28 20:46:27,642 INFO  ExportHelperExtension.cs: 347 - Creating joint main_mast
2023-02-28 20:46:27,642 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2023-02-28 20:46:27,642 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-02-28 20:46:27,938 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2023-02-28 20:46:27,938 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-02-28 20:46:27,938 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-02-28 20:46:27,938 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-02-28 20:46:28,033 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-02-28 20:46:30,990 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child main_mast failed
2023-02-28 20:46:31,069 INFO  ExportHelperExtension.cs: 347 - Creating joint second_stage
2023-02-28 20:46:31,069 INFO  ExportHelperExtension.cs: 1397 - Fixing components for main_mast
2023-02-28 20:46:31,069 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2023-02-28 20:46:31,069 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-02-28 20:46:31,392 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-02-28 20:46:31,392 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-02-28 20:46:31,392 INFO  ExportHelperExtension.cs: 849 - L1: 0
